,start,end,cagr,dd,sharpe,pct_equity
0,1987-01-01,1992-01-01,6.409825341259498,2.969307940128762,2.7960065119108166,0
1,1987-01-01,1992-01-01,7.03112679200881,5.912197903092172,1.5366669160427446,20
2,1987-01-01,1992-01-01,6.133933492588732,11.361162225635518,0.9463594088843467,40
3,1987-01-01,1992-01-01,8.265412103397216,17.49562447609018,0.8126983594290247,60
4,1987-01-01,1992-01-01,9.536200521783408,23.821317367090625,0.7544007367995073,80
5,1987-01-01,1992-01-01,10.907082553966164,29.759714854924155,0.6975649192359092,100
6,1987-01-01,1997-01-01,3.0231786205344147,11.591497931477532,0.5493600109287855,0
7,1987-01-01,1997-01-01,5.45294510012271,5.912197903092172,1.124436974748791,20
8,1987-01-01,1997-01-01,7.021953601701816,11.361162225635518,0.8654780066766151,40
9,1987-01-01,1997-01-01,9.261733911699409,17.49562447609018,0.940311382338034,60
10,1987-01-01,1997-01-01,11.040972162178727,23.821317367090625,0.9202643808431216,80
11,1987-01-01,1997-01-01,12.967109331321932,29.759714854924155,0.9013603447689007,100
12,1987-01-01,2002-01-01,2.798719399725631,11.591497931477532,0.5214352258622033,0
13,1987-01-01,2002-01-01,4.582803736846765,7.278529224638193,1.0046764512984034,20
14,1987-01-01,2002-01-01,6.084498057997271,15.486963997963876,0.7267952775693003,40
15,1987-01-01,2002-01-01,8.517802438972092,18.773792669287868,0.8347161060091389,60
16,1987-01-01,2002-01-01,10.541060476374376,24.39247860766074,0.8396888637066475,80
17,1987-01-01,2002-01-01,12.191318994096951,30.58209115041297,0.7996789580335473,100
18,1987-01-01,2007-01-01,2.2866230013813125,14.87836735114435,0.4447248807849202,0
19,1987-01-01,2007-01-01,3.7704587006252765,7.289285890964738,0.8744720629683855,20
20,1987-01-01,2007-01-01,5.539917318068243,20.959686372581015,0.6896575863806822,40
21,1987-01-01,2007-01-01,7.405759200743691,30.80616365650577,0.7231114382508925,60
22,1987-01-01,2007-01-01,9.25540159942151,36.0350141318108,0.7334754844148726,80
23,1987-01-01,2007-01-01,10.62539903558992,44.834759101111864,0.7036598403733509,100
24,1987-01-01,2012-01-01,3.178534345735566,14.87836735114435,0.6039617738828491,0
25,1987-01-01,2012-01-01,3.277561747115929,19.804474661052488,0.6598678672908743,20
26,1987-01-01,2012-01-01,4.356265371200192,24.56261671778251,0.5246305648027642,40
27,1987-01-01,2012-01-01,6.3243784437631785,33.325905309482714,0.6148403359098987,60
28,1987-01-01,2012-01-01,7.597325968502473,40.707207424371106,0.5896297731228549,80
29,1987-01-01,2012-01-01,8.342993139585822,50.96302007781413,0.5463668716087802,100
30,1987-01-01,2017-01-01,2.812174706989919,14.87836735114435,0.5298809340286371,0
31,1987-01-01,2017-01-01,3.723068285736561,19.804474661052488,0.7680790905289991,20
32,1987-01-01,2017-01-01,4.8382653821952974,24.56261671778251,0.6130315512614559,40
33,1987-01-01,2017-01-01,6.542690076574501,33.325905309482714,0.6741410560231416,60
34,1987-01-01,2017-01-01,8.326012924708946,40.707207424371106,0.6671003836435836,80
35,1987-01-01,2017-01-01,9.344227337544709,50.96302007781413,0.6250300282671899,100
36,1988-01-01,1993-01-01,7.041692697875203,6.155465726778355,1.4146239613659541,0
37,1988-01-01,1993-01-01,7.643006636854113,4.480227199745707,2.1617611310484715,20
38,1988-01-01,1993-01-01,7.517941122705079,5.251470578091851,1.2085090953672288,40
39,1988-01-01,1993-01-01,10.025131865775517,9.090661097296596,1.2646194858415243,60
40,1988-01-01,1993-01-01,10.467256832954913,11.144568991641728,1.0281315723860958,80
41,1988-01-01,1993-01-01,14.501300982877366,14.709826878442442,1.1354148218664577,100
42,1988-01-01,1998-01-01,3.7558724677815785,10.02105348552405,0.6143771233679046,0
43,1988-01-01,1998-01-01,6.231257132084666,4.480227199745707,1.5588555153548809,20
44,1988-01-01,1998-01-01,7.861232508664867,5.251470578091851,1.3636941887877363,40
45,1988-01-01,1998-01-01,11.7042960827826,9.090661097296596,1.4189084604790863,60
46,1988-01-01,1998-01-01,13.204384242017717,11.144568991641728,1.253519262601742,80
47,1988-01-01,1998-01-01,17.191890959941315,14.709826878442442,1.294723188329254,100
48,1988-01-01,2003-01-01,2.6058993125814918,10.02105348552405,0.4787742830009786,0
49,1988-01-01,2003-01-01,4.911932535843571,6.8491919164421065,1.2415771848960864,20
50,1988-01-01,2003-01-01,5.733698356745431,17.126743212809608,0.8159547994044873,40
51,1988-01-01,2003-01-01,7.498556336291225,28.93382794097746,0.7225046968529464,60
52,1988-01-01,2003-01-01,8.755892720482878,35.803395541806225,0.6937710503807131,80
53,1988-01-01,2003-01-01,10.927728899315415,44.83664163391438,0.6924881391726945,100
54,1988-01-01,2008-01-01,1.5535712410344766,16.99163419851188,0.29830311964941025,0
55,1988-01-01,2008-01-01,4.930434099655566,6.8491919164421065,1.2121407898747998,20
56,1988-01-01,2008-01-01,5.7621630119568845,17.126743212809608,0.807222548322571,40
57,1988-01-01,2008-01-01,7.683083709781467,28.93382794097746,0.7849449171448811,60
58,1988-01-01,2008-01-01,9.072711433076844,35.803395541806225,0.7896174619753129,80
59,1988-01-01,2008-01-01,11.364893002317636,44.83664163391438,0.7787895623420149,100
60,1988-01-01,2013-01-01,2.1755271253653117,18.989571379966613,0.3757511870200851,0
61,1988-01-01,2013-01-01,5.354338413796208,6.8491919164421065,1.3176835989703923,20
62,1988-01-01,2013-01-01,4.6195245757000505,25.94674650987103,0.5989771075975443,40
63,1988-01-01,2013-01-01,6.929989707421237,28.93382794097746,0.6905028286845991,60
64,1988-01-01,2013-01-01,7.859337084165946,39.933679193308876,0.6423968303287927,80
65,1988-01-01,2013-01-01,9.333878219150577,50.964894397247335,0.6147301554508484,100
66,1988-01-01,2018-01-01,1.9986965221509636,18.989571379966613,0.3295485669113556,0
67,1988-01-01,2018-01-01,5.450906592894221,6.8491919164421065,1.3727544349226093,20
68,1988-01-01,2018-01-01,5.323188126075143,25.94674650987103,0.7079333359078611,40
69,1988-01-01,2018-01-01,7.612905782814592,28.93382794097746,0.7669448168524404,60
70,1988-01-01,2018-01-01,8.777344010614172,39.933679193308876,0.7362082441056879,80
71,1988-01-01,2018-01-01,10.357801088048221,50.964894397247335,0.698134248011586,100
72,1989-01-01,1994-01-01,6.120056231967099,7.160990656772998,1.1292977429144457,0
73,1989-01-01,1994-01-01,4.756950675626942,4.191110679407673,3.393611872347148,20
74,1989-01-01,1994-01-01,7.112166441340576,3.7851845159058075,1.9545811349316151,40
75,1989-01-01,1994-01-01,10.992514112242763,7.129823921264255,1.4763786352246164,60
