Date,Open,High,Low,Close,Adj Close,Volume
1986-05-19,10.000000,10.000000,10.000000,10.000000,1.105082,0
1986-05-20,9.980000,9.980000,9.980000,9.980000,1.102870,0
1986-05-21,10.080000,10.080000,10.080000,10.080000,1.113921,0
1986-05-22,10.060000,10.060000,10.060000,10.060000,1.111711,0
1986-05-23,10.080000,10.080000,10.080000,10.080000,1.113921,0
1986-05-27,10.130000,10.130000,10.130000,10.130000,1.119448,0
1986-05-28,10.000000,10.000000,10.000000,10.000000,1.105082,0
1986-05-29,9.960000,9.960000,9.960000,9.960000,1.103198,0
1986-05-30,9.960000,9.960000,9.960000,9.960000,1.103198,0
1986-06-02,9.830000,9.830000,9.830000,9.830000,1.088799,0
1986-06-03,9.850000,9.850000,9.850000,9.850000,1.091015,0
1986-06-04,9.830000,9.830000,9.830000,9.830000,1.088799,0
1986-06-05,9.800000,9.800000,9.800000,9.800000,1.085475,0
1986-06-06,9.940000,9.940000,9.940000,9.940000,1.100983,0
1986-06-09,9.890000,9.890000,9.890000,9.890000,1.095444,0
1986-06-10,9.850000,9.850000,9.850000,9.850000,1.091015,0
1986-06-11,9.840000,9.840000,9.840000,9.840000,1.089906,0
1986-06-12,9.870000,9.870000,9.870000,9.870000,1.093230,0
1986-06-13,9.920000,9.920000,9.920000,9.920000,1.098768,0
1986-06-16,10.060000,10.060000,10.060000,10.060000,1.114273,0
1986-06-17,10.060000,10.060000,10.060000,10.060000,1.114273,0
1986-06-18,10.030000,10.030000,10.030000,10.030000,1.110952,0
1986-06-19,9.970000,9.970000,9.970000,9.970000,1.104306,0
1986-06-20,10.020000,10.020000,10.020000,10.020000,1.109843,0
1986-06-23,10.080000,10.080000,10.080000,10.080000,1.116489,0
1986-06-24,10.120000,10.120000,10.120000,10.120000,1.120920,0
1986-06-25,10.140000,10.140000,10.140000,10.140000,1.123134,0
1986-06-26,10.150000,10.150000,10.150000,10.150000,1.124243,0
1986-06-27,10.190000,10.190000,10.190000,10.190000,1.128674,0
1986-06-30,10.220000,10.220000,10.220000,10.220000,1.138701,0
1986-07-01,10.220000,10.220000,10.220000,10.220000,1.138701,0
1986-07-02,10.220000,10.220000,10.220000,10.220000,1.138701,0
1986-07-03,10.290000,10.290000,10.290000,10.290000,1.146501,0
1986-07-07,10.280000,10.280000,10.280000,10.280000,1.145386,0
1986-07-08,10.180000,10.180000,10.180000,10.180000,1.134244,0
1986-07-09,10.220000,10.220000,10.220000,10.220000,1.138701,0
1986-07-10,10.260000,10.260000,10.260000,10.260000,1.143158,0
1986-07-11,10.260000,10.260000,10.260000,10.260000,1.143158,0
1986-07-14,10.270000,10.270000,10.270000,10.270000,1.144272,0
1986-07-15,10.280000,10.280000,10.280000,10.280000,1.145386,0
1986-07-16,10.360000,10.360000,10.360000,10.360000,1.154299,0
1986-07-17,10.280000,10.280000,10.280000,10.280000,1.145386,0
1986-07-18,10.270000,10.270000,10.270000,10.270000,1.144272,0
1986-07-21,10.290000,10.290000,10.290000,10.290000,1.146501,0
1986-07-22,10.230000,10.230000,10.230000,10.230000,1.139816,0
1986-07-23,10.130000,10.130000,10.130000,10.130000,1.128675,0
1986-07-24,10.080000,10.080000,10.080000,10.080000,1.123102,0
1986-07-25,10.060000,10.060000,10.060000,10.060000,1.120874,0
1986-07-28,9.990000,9.990000,9.990000,9.990000,1.113075,0
1986-07-29,9.980000,9.980000,9.980000,9.980000,1.111960,0
1986-07-30,10.020000,10.020000,10.020000,10.020000,1.116419,0
1986-07-31,10.080000,10.080000,10.080000,10.080000,1.129868,0
1986-08-01,10.080000,10.080000,10.080000,10.080000,1.129868,0
1986-08-04,10.100000,10.100000,10.100000,10.100000,1.132109,0
1986-08-05,10.060000,10.060000,10.060000,10.060000,1.127626,0
1986-08-06,10.020000,10.020000,10.020000,10.020000,1.123144,0
1986-08-07,10.050000,10.050000,10.050000,10.050000,1.126506,0
1986-08-08,10.180000,10.180000,10.180000,10.180000,1.141076,0
1986-08-11,10.280000,10.280000,10.280000,10.280000,1.152287,0
1986-08-12,10.270000,10.270000,10.270000,10.270000,1.151165,0
1986-08-13,10.330000,10.330000,10.330000,10.330000,1.157890,0
