,start,end,cagr,dd,sharpe,pct_equity
0,1987-01-01,1989-01-01,-0.13232811521974586,31.64201009839172,0.08391217356472992,0
1,1987-01-01,1989-01-01,8.63611301356055,15.404746829109891,0.8268751703032554,10
2,1987-01-01,1989-01-01,6.726057902655539,14.4345479486334,0.5557096727100559,20
3,1987-01-01,1989-01-01,4.3939360893656945,20.933083935765993,0.3460090115416692,30
4,1987-01-01,1989-01-01,2.9217532568276887,28.906325233812623,0.24019385659079456,40
5,1987-01-01,1989-01-01,-1.1315423496292276,36.89487635345747,0.08309215316884684,50
6,1987-01-01,1989-01-01,-4.52352630371868,44.958334168279706,-0.0028958872935883288,60
7,1987-01-01,1989-01-01,-8.110365845519537,52.62975242285558,-0.06256900405881188,70
8,1987-01-01,1989-01-01,-12.2955131178038,60.56446422432939,-0.11407780383589217,80
9,1987-01-01,1989-01-01,-18.19433089668346,68.41629422895772,-0.17143736807184085,90
10,1987-01-01,1989-01-01,-23.709661395071226,75.97460940524812,-0.20912001076354994,100
11,1987-01-01,1990-01-01,14.832330868516497,31.64201009839172,0.6526096171166702,0
12,1987-01-01,1990-01-01,22.244737839660385,15.404746829109891,1.045763955178758,10
13,1987-01-01,1990-01-01,21.251723947524734,14.4345479486334,0.9330497446256378,20
14,1987-01-01,1990-01-01,20.207229124019893,20.933083935765993,0.8231908691420999,30
15,1987-01-01,1990-01-01,19.737141090239195,28.906325233812623,0.7544797833493458,40
16,1987-01-01,1990-01-01,17.54471550724305,36.89487635345747,0.6393073221408967,50
17,1987-01-01,1990-01-01,15.27292858945192,44.958334168279706,0.5638842167851137,60
18,1987-01-01,1990-01-01,13.558795154261198,52.62975242285558,0.512387996387203,70
19,1987-01-01,1990-01-01,10.528905109701654,60.56446422432939,0.45577759399265527,80
20,1987-01-01,1990-01-01,6.18687870634385,68.41629422895772,0.3959467292979208,90
21,1987-01-01,1990-01-01,2.097412471756894,75.97460940524812,0.3575141213362492,100
22,1987-01-01,1991-01-01,13.325606387995965,31.64201009839172,0.6480306623307006,0
23,1987-01-01,1991-01-01,17.537558035611596,21.643021305018106,0.8838447192855464,10
24,1987-01-01,1991-01-01,15.545941502226022,21.364427866305146,0.7321138428925639,20
25,1987-01-01,1991-01-01,13.465229359032458,23.575876114363908,0.598418520484194,30
26,1987-01-01,1991-01-01,11.786725729630746,28.906325233812623,0.5072941626866521,40
27,1987-01-01,1991-01-01,8.95476482293763,36.89487635345747,0.40217563654036526,50
28,1987-01-01,1991-01-01,5.979105971368733,44.958334168279706,0.32298237655975437,60
29,1987-01-01,1991-01-01,3.490188081641931,52.62975242285558,0.27297560422840444,70
30,1987-01-01,1991-01-01,-0.0683672151536903,60.56446422432939,0.2153469394841887,80
31,1987-01-01,1991-01-01,-4.117220449051253,68.41629422895772,0.16781870000563545,90
32,1987-01-01,1991-01-01,-8.706454653256912,75.97460940524812,0.12519526469957387,100
33,1987-01-01,1992-01-01,19.84983067272383,31.64201009839172,0.8791434951418263,0
34,1987-01-01,1992-01-01,24.44523134902143,21.643021305018106,1.0902424994735982,10
35,1987-01-01,1992-01-01,23.801073513263276,21.364427866305146,0.9494738977316444,20
36,1987-01-01,1992-01-01,23.06401789512815,23.575876114363908,0.8329493381498806,30
37,1987-01-01,1992-01-01,22.607455517821858,28.906325233812623,0.756094713310104,40
38,1987-01-01,1992-01-01,21.231722998085964,36.89487635345747,0.6687059012264671,50
39,1987-01-01,1992-01-01,19.906491882181555,44.958334168279706,0.6070857363927393,60
40,1987-01-01,1992-01-01,18.598047996149777,52.62975242285558,0.5657824266015304,70
41,1987-01-01,1992-01-01,16.406831762807066,60.56446422432939,0.5224962309586964,80
42,1987-01-01,1992-01-01,13.142596630481007,68.41629422895772,0.48151375516937417,90
43,1987-01-01,1992-01-01,10.845310854938152,75.97460940524812,0.4603237476837089,100
44,1987-01-01,1993-01-01,18.80451452403554,31.64201009839172,0.8902894051595602,0
45,1987-01-01,1993-01-01,22.95602817351737,21.643021305018106,1.094133727403706,10
46,1987-01-01,1993-01-01,22.76611531171231,21.364427866305146,0.9720915869997306,20
47,1987-01-01,1993-01-01,22.401442896013908,23.575876114363908,0.862607425996794,30
48,1987-01-01,1993-01-01,22.284705449300795,28.906325233812623,0.789196210782019,40
49,1987-01-01,1993-01-01,21.34138122391223,36.89487635345747,0.7024579561662906,50
50,1987-01-01,1993-01-01,20.513702302511476,44.958334168279706,0.6425724589804206,60
51,1987-01-01,1993-01-01,19.68237259786024,52.62975242285558,0.6017883520613833,70
52,1987-01-01,1993-01-01,17.52369877512899,60.56446422432939,0.5477969150352645,80
53,1987-01-01,1993-01-01,14.978073844147957,68.41629422895772,0.5094050405389415,90
